text_a	label
经 常 胸 悶 ， 憋 气 ， 头 晕 ， 心 血 管 有 5 0 % 的 堵 塞 ， ， 半 夜 经 常 心 慌 ， 气 短 ， 头 疼 ， , 经 常 胸 悶 ， 憋 气 ， 头 晕 ， 心 血 管 有 5 0 % 的 堵 塞 ，	B E B E O B E O B E O B I E O B I E O B E O O B E B E B E O B E O B E O O B I I E O B E O B E O B I E O B I E O B E O
从 小 鼻 子 不 通 ， 呼 吸 不 畅 ， 经 常 用 嘴 呼 吸 ， 憋 气 。	B E B E B E O B E B E O B E O B I E O B E O
二 十 天 前 拍 片 确 诊 ， 开 了 甲 泼 尼 龙 ， 蓝 岑 口 服 液 ， 鱼 腥 草 颗 粒 ， 呼 吸 特 别 好 ，	B E O O B E B E O O O B I I E O B E B I E O B I E B E O B E B E O O
一 周 后 复 诊 ， 开 的 蒲 地 兰 ， 刚 好 受 凉 了 ， 又 回 到 以 前 ， 张 嘴 呼 吸	B E O B E O B E B I E O B E B E O O O B E B E O B E B E
半 年 前 诊 断 为 结 核 脑 膜 炎 和 胸 膜 炎 ， 在 医 院 治 疗 一 个 月 后 出 院 ， 脑 膜 炎 基 本 已 控 制 ， 但 胸 部 像 针 一 样 刺 痛 ， 照 片 为 今 天 做 的 C T 和 彩 超 ，	B E O B E O B E B E O O B E O O O B E B E B E O O B E O B E B I E O B E O O B E O B I E B E O B E O B E B E B E O B E O
今 天 抽 了 胸 部 积 液 去 化 验 ， 化 验 结 果 还 没 有 出 来 ， 请 各 位 专 家 看 看 ， 问 题 严 重 吗 ？	B E O O B E B E O B E O B E B E O B E B E O O B E B E B E O B E B E O O
有 没 有 癌 症 的 可 能 性 ， 谢 谢 各 位	B I E B E O B I E O B I I E
病 情 描 述 ： 男 5 2 岁 右 肋 骨 里 面 疼 难 受 不 适 ， 闷 堵 ， 腹 胀 嗳 气 打 嗝 ， 打 闷 隔 ， 消 化 不 良 等 症 状 ， 做 彩 超 ， 胆 囊 炎 胆 结 石 ，	B E B E B E B E O O B E B E O B E B E O B E O B E B E B E O O B E O B E B E O B E O O B E O B E O B I E O
壁 后 0 . 4 v m ， 结 石 0 . 3 c m ， 到 医 院 医 生 说 我 不 够 做 手 术 条 件 ， 请 问 医 生 我 怎 么 治 疗 ？	B E B I E B E O B E B I E B E O O B E B E O O B E O B E B E O B E B E O B E B E O
吃 什 么 药 效 果 好 些 ？	O B E O B E B E O
（ 柳 逸 青 云 ，	B I I I E O
男 ， 4 7 岁 ） 以 前 做 胃 镜 检 查 浅 表 性 胃 炎 伴 糜 烂 ， 慢 性 胆 囊 炎 ，	O O B E B I I E O B E B E B E O O O O B E O O O B E O O
想 获 得 的 帮 助 ： 请 问 医 生 我 需 要 手 术 切 除 胆 囊 ， 到 医 院 外 科 ， 医 生 说 我 不 够 手 术 条 件 ， 我 该 怎 样 治 疗 ？	O B E O B I I I E B E O B E B E B E B E O O B E B E O B E O O O B I E B E O O O B E B E O
反 复 发 作 ，	B E B E O
所 就 诊 医 院 科 室 ： 鞍 钢 总 医 院 , 普 外 科	O B E B E B I I I E B I E O O B E
用 药 情 况 ： 消 炎 利 胆 片 ， 胆 宁 片 ， 熊 去 氧 胆 酸 胶 囊 ， 左 氧 氟 沙 星 胶 囊 ， , 3 次 / 日	B E B I I I I I E O O B E O O B I I I E B E O B I I I E B E O O O B I E
经 中 医 把 脉 说 我 膀 胱 经 堵 ， 导 致 经 常 头 痛 ， 腰 酸 背 痛 ， 易 疲 劳	O B E B E O O B I E O O B E B E B E O B E B E O O B E
已 经 出 院 两 个 月 ， 现 在 能 否 大 量 剧 烈 健 身 运 动	B E B E B E O O B E B E B E B E B E B E
晚 上 睡 觉 打 咕 噜 ， 很 响 ， 有 时 候 能 憋 醒 ， 早 上 起 来 头 晕 晕 的 ， 记 忆 力 下 降 了 。	B E B E O B E O O O O B I E O B E O B E B E O B E O O B I E B E O O
感 冒 咳 嗽 两 周 ， 诊 断 支 气 管 肺 炎 ， 支 原 体 阴 性 ， 可 是 今 天 发 现 心 肌 酶 有 点 高 ， 心 电 图 显 示 有 点 感 冒 后 心 肌 炎 症 状 ！	B E B E B E O B E B I E O O O B I E O O O B E B E B E B E O B E O O B I E B E B E B E O B E O B E O
这 个 心 肌 炎 好 治 吗 ，	B E B E O B E O O
吃 的 这 个 药 ， 还 需 要 注 意 什 么 ？	O O B E O O O B E B E B E O
以 后 容 易 复 发 吗 ？	B E B E B E O O
孩 子 以 前 没 得 过 ， 怎 么 会 这 样 呢 ？	B E B E O B E O B I E B E O O
双 侧 胸 腔 积 液 ， 消 瘦 ， 食 欲 不 振 ， 喘 气 困 难 ，	B E B E B E O B E O B E B E O B E B E O
我 有 鼻 炎 可 能 是 鼻 炎 引 起 的 打 鼾	O O B E B E O B E B E O O O
2 0 1 4 年 2 月 胸 膜 炎 住 院 治 疗 一 个 月 ， 住 院 期 间 做 胸 部 抽 肺 部 积 液 手 术 ， 出 院 后 吃 药 治 疗 1 年 ， 主 要 吃 利 福 平 和 异 烟 肼 。	B I I E O O O B E O B E B E B E O O B E B E O B E O B E B E B E O B E O B E B E O O O B E O B I E O B I E O
现 在 偶 尔 有 胸 部 肋 骨 疼 症 状 ，	B E B E O B E B E O B E O
6 月 7 日 C T 报 告 单 显 示 左 肺 上 叶 及 下 叶 结 节 影 ， 左 肺 下 叶 纤 维 条 索 影 ， 左 肺 胸 膜 肥 厚 。	O O O O B E B I E B E O O B E O B E B I E O O O B E B I E B E O O O B E B E O
是 否 手 术 治 疗	B E B E B E
胸 闷 ， 心 慌 ， 头 晕 ， 头 疼 ， 心 脏 不 舒 服 ， 濒 死 感 ， 昏 沉	B E O B E O B E O B E O B E O B E O B I E O B E
前 一 个 月 咳 嗽 打 点 滴 刚 好 ， 过 了 几 天 现 在 又 开 始 咳 嗽 ， 白 天 还 好 ， 晚 上 出 气 粗 ， 带 呼 呼 的 ， 咳 嗽 厉 害	O B E O B E O B E B E O B E B E B E O B E B E O B E B E O B E B I E O O B I E O B E B E
X 光 片 未 显 示 ， 胸 透 显 示 少 量 积 液 ， 右 侧 ， 左 侧 有 钙 化 点 ， 不 咳 嗽 ， 右 胸 有 点 疼 胸 腔 积 液 少 量 ， 有 胸 疼 ， 没 有 咳 簌	O B E O B E O B E B E B E B E O B E O B E O B I E O O B E O O O B E O B E B E B E O O B E O O O B E
严 重 喘 不 过 气 ， 胸 闷 ， 心 里 难 受 ， 不 怎 么 想 吃 东 西 。	B E O O O O O B E O B E B E O O B E O O B E O
半 年 ， 左 胸 有 时 疼 痛 ， 有 点 胸 闷 ， 不 咳 嗽 ， 四 肢 有 点 无 力	B E O O O B E B E O B E B E O O B E O B E B E B E
孩 子 看 上 去 一 切 都 是 正 常 的 ， 就 是 有 时 候 走 路 多 了 会 说 腿 疼 ， 一 直 都 认 为 是 他 在 生 长 发 育 长 骨 头 的 疼 。	B E B I E B E B E B E O O B E B I E B E O O O O O O O B E O B I E O O B E B E O B E O O O
每 天 睡 醒 前 唾 液 带 血 丝	B E B E O B E O B E
两 侧 胸 腔 积 液 （ 右 侧 为 著 ） ， 右 下 肺 组 织 膨 胀 不 全 ， 右 中 肺 局 部 组 织 实 变 。	B E B E B E B I E O B E O O O O B E B E B E O O O O B E B E B E O
肚 子 痛 一 月 ， 人 瘦 。	B E O B E O O O O
复 旦 大 学 附 属 中 山 医 院 肝 炎 二 科 医 生 建 议 住 院 ， 一 周 ， 做 了 各 种 血 液 检 查 ， 还 有 腹 部 B 超 、 C T 和 磁 共 振 ，	B I I I I I I I I E B E B E B E B E B E O B E O B E B E B E B E O B E B E O O B I E O B I E O
结 论 都 一 样 ， 医 生 还 是 不 知 道 胆 管 扩 张 原 因 ， 我 们 出 院 了 ， 现 不 知 该 往 哪 个 方 向 检 查 。	B E O B E O B E B E O B E B E B E B E O B E B E O O O O B E O B E B E B E O
就 连 挂 号 科 也 不 晓 得 ， 怕 又 像 前 面 检 查 一 样 绕 圈 结 果 还 是 不 知 道 原 因 。	O O B E O O O B E O O O O B E B E B E B E B E B E O B E B E O
内 科 还 是 肝 胆 科 ？	B E B E B I E O
“ 1 . 胆 总 管 下 端 管 纤 细 ，	O B E B I E B E O B E O
管 壁 可 疑 增 厚 ， 伴 其 上 肝 内 外 胆 管 胆 囊 扩 张 ， 炎 性 病 变 较 M T 可 能 性 大 ， 肝 左 叶 胆 管 多 发 结 石 。	B E B E B E O O O O O B E B E B E B E O O O B E O B E B E O O O O B E B E B E B E O
2 . 右 肾 实 质 及 肾 孟 结 石 。	B E O O B E O B E B E O
”	O
一 般 情 况 好 呈 昏 睡 状	B E B E O O B E O
晚 上 睡 觉 打 呼 噜 口 干 ， 而 且 睡 眠 不 好 ， 有 时 候 容 易 醒	B E B E O B E B E O B E B E B E O B I E B E O
一 开 始 按 心 脏 病 治 疗 ， 心 衰 ， 早 搏 。	O B E O B E O B E O B E O B E O
治 疗 一 段 时 间 还 是 胸 闷 气 短 ， 走 路 就 喘 。	B E B E B E B E O O O O O B E B E O
做 过 肺 C T .	O O O B E O
以 前 有 过 一 次 鼻 子 出 血 ， 阻 不 了 血 ， 在 医 院 用 弄 好 的 ， 弄 好 后 ， 就 有 打 呼 噜 症 状	B E O O B E B E B E O O O O O O O B E O B E O O B E O O O O B I E B E
晚 上 睡 觉 打 呼 声 音 很 大 ， 家 人 说 偶 尔 呼 吸 会 暂 停	B E B E B E B E B E O B E O B E B E O B E
女 , 4 5 岁 。	O O B E O O
人 变 的 越 来 越 瘦 ！	O O O B E O O O
肚 子 里 抽 出 好 多 水 ！	B E O B E B E O O
脸 色 发 黄 ！	B E O O O
腿 没 劲 ， 吃 不 下 饭 ！	O B E O O B E O O
右 肋 骨 里 面 疼 难 受 不 适 ， 闷 堵 ， 腹 胀 嗳 气 打 嗝 ， 打 闷 隔 ， 消 化 不 良 等 症 状 ， 做 彩 超 ， 胆 囊 炎 胆 结 石 ， 壁 后 0 . 4 v m ，	O B E B E O B E B E O O O O B E B E B E O O B E O B E B E O B E O O B E O B E O O B E O O O B I E B E O
结 石 0 . 3 c m ， 到 医 院 医 生 说 我 不 够 做 手 术 条 件 ， 请 问 医 生 我 怎 么 治 疗 ？	B E B I E B E O O B E B E O O B E O B E B E O B E B E O B E B E O
吃 什 么 药 效 果 好 些 ？	O B E O B E O O O
（ 柳 逸 青 云 ， 男 ， 4 7 岁 ） 以 前 做 胃 镜 检 查 浅 表 性 胃 炎 伴 糜 烂 ，	B I I I E O O O B E B E B E O B E B E B E O O O O B E O
慢 性 胆 囊 炎 ，	O O B E O O
一 周 前 发 烧 嗓 子 疼 还 咳 嗽 。	B E O B E B E O O B E O
自 认 感 冒 吃 了 感 冒 药 和 消 炎 药 ， 但 体 温 一 直 是 三 十 七 度 多 ， 咳 嗽 还 严 重 。	B E B E O O B E O O B E O O O B E B I E B I E O O O B E O B E O
今 天 去 医 院 做 检 查 只 说 我 有 炎 症 。	B E O B E O B E O O O O B E O
但 我 不 放 心 ！	O O B I E O
相 信 好 大 夫 会 帮 我 解 疑 ！	B E O B E O O O B E O
一 个 多 月 前 右 胸 碰 撞 了 一 下 疼 了 半 个 月 就 好 了 ， 当 时 就 没 注 意 。	B E O O O O O B E O B E O O B E O O B E O B E O O B E O
但 就 7 月 1 0 号 的 突 然 发 烧 就 伴 随 着 右 胸 疼 痛 还 牵 连 右 腰 的 疼 痛 ，	O O O O B E O O B E B E O B E O O O B E O B E O O O B E O
深 呼 吸 和 咳 嗽 更 痛 。	O B E O B E O O O
1 1 号 早 上 就 去 拍 c t ， 医 生 说 是 感 冒 ， 就 来 了 点 药 ， 回 来 后 在 当 地 医 院 输 了 两 天 液 ！	B E O B E O O O B E O B E O O B E O O B E O O O B E O O B E B E O O B E O O
这 几 天 都 是 烧 到 3 8 * 5 度 ，	O B E B E B E B I I E O O
输 完 液 就 不 烧 了 ， 药 效 一 过 又 开 始 烧 。	B E O O O O O O B E B E O B E O O
今 天 1 4 号 早 上 起 来 不 烧 了 ， 但 还 是 全 身 乏 力 ， 胸 口 疼 要 疼 ！	B E B E O B E B E O O O O O B E B E B E O B E O O O O
孩 子 胸 闷 ， 医 院 查 出 有 胸 腔 积 水 ， 也 对 积 液 进 行 了 化 验 ， 也 拍 了 胸 片	B E O O O B E B E O B E B E O O O B E B E O B E O O B E B E
父 亲 直 肠 癌 去 世	B E B E O B E
4 月 2 0 日 开 始 咯 血 、 胸 痛 、 咳 嗽 、 一 直 有 看 医 生 并 在 东 莞 市 人 民 医 院 住 院 治 疗 有 打 针 吃 药 ， 现 在 时 不 时 有 咯 血 现 象 ，	O O B E O B E B I I E B I I I I I E O O B E O O B I I I I I E B E B E O B E O O O B E B I E O B E B E O
求 助	B E
早 上 起 不 来 ， 便 便 不 成 形	B E O O O O B E O B E
1 号 下 午 开 始 感 觉 不 太 舒 服 ， 头 有 点 疼 ， 下 班 到 家 测 量 体 温 3 7 . 5 度 ， 夜 里 两 点 醒 了 感 觉 烧 的 严 重 了 ， 测 了 一 下 3 8 . 5 度 ，	O O B E B E B E O O B E O O B E O O B E B E B E B E B I I E O O B E B E O O B E O O B E O O O O B E B I I E O O
喝 了 四 粒 连 花 清 瘟 胶 囊 ， 六 点 多 再 醒 就 到 3 9 . 8 度 了 ， 一 直 不 退 就 去 医 院 ， 做 的 那 几 项 化 验 ， 说 是 胸 膜 炎 ， 主 要 不 适 就 是 高 烧 ，	O O B E B E B E B E O B E O O O O O B I I E O O O B E O O B E B E O O O O B E B E O O O B E O O B E O O B E B E O
变 换 体 位 头 疼 ， 深 呼 吸 时 右 边 锁 骨 到 肩 膀 附 近 和 右 边 后 背 接 近 下 边 肋 骨 附 近 疼 ， 有 一 点 咳 嗽 一 点 痰 ， 现 在 输 了 两 天 液 了 ，	B E B E B E O O B E O B E B E O B E B E O B E B E B E B E B E B E O O O B E B E B E O O B E O O B E O O O
不 烧 了 ， 但 其 他 症 状 无 改 善	O O O O O B E B E O B E
术 后 胸 腔 积 水 ， 整 个 右 肺 都 看 不 见 ， 做 了 穿 刺 引 流 ， 抽 出 来 的 积 水 化 验 后 没 有 癌 症 ， 下 半 部 分 肺 不 张 ， 半 夜 发 烧 ， 3 8 到 4 0 度 之 间 ，	O O B E B E O B E O O O O O O O O O B E B E O O B E O B E B I E B E O O O O O B E O O O O B E B E O B E O B E O B E O
发 烧 后 ， 呼 吸 急 促 。	B E O O B E B E O
胃 和 肠 有 息 肉 ， 看 看 病 情 如 何 ？	O O O O B E O B E B E B E O
如 何 治 疗 ？	B E B E O
C 1 3 呼 气 试 验 ， 幽 门 螺 杆 菌 测 试 阳 性 ， D O B 5 3 . 7 。	B I E B E B E O B E B I E B E O O O B I I I I I E O
胃 镜 检 查 ： 胃 窦 息 肉 0 . 5 厘 米 ， 慢 性 非 萎 缩 性 胃 炎	B E B I I E O B E B I E B E O O O O B E O O O
想 要 咨 询 一 下 需 要 吃 什 么 药 嘛	O O B E B E B E O B E O O
本 人 今 年 三 月 份 感 冒 咳 嗽 引 起 胸 口 微 痛 ， 去 医 院 检 查 后 发 现 一 边 胸 腔 有 少 许 积 液 ， 于 是 住 院 治 疗 一 周 ， 期 间 也 做 了 痰 排 查 ，	B E B E B E O B E B E B E B E O O O O B E B E O B E B E B E O B E B E O B E B E B E B E O B E O O O O B E O
没 什 么 问 题 ， 由 于 本 人 有 过 敏 性 鼻 炎 和 扁 桃 体 肥 大 ， 所 以 期 间 偶 有 吃 药 ， 最 近 由 于 感 冒 咽 喉 痛 ， 有 少 许 痰 ， 本 人 又 去 了 医 院 检 查 ，	O B E B E O B E B E O B E O B E O B I E B E O B E B E B E O O O B E B E B E B E O O O B E O O B E O O O B E B E O
发 现 二 边 都 有 少 许 积 液 ， 我 做 了 心 脏 彩 超 和 验 血 ， 甚 至 本 人 前 段 时 间 了 胃 镜 都 做 了 ， 也 没 检 查 出 个 所 以 然 ， 想 问 医 生 我 这 是 什 么 原 因 引 起 的 积 液 呢 ？	B E O O O O B E B E O O O O B E B E O B E O B E B E B E B E O B E O O O O O O B E O O B I E O O O B E O B E B E B E B E O B E O O
孩 子 赖 着 不 肯 走 路 ， 弯 腰 从 孩 子 后 面 腋 下 抱 起 导 致 腰 扭 伤 。	B E B E O O B E O B E O B E B E B E B E B E O B E O
打 鼾 声 音 大	O O B E O
腹 部 刀 口 较 长 ， 体 力 恢 复 慢 ， 常 肚 子 疼 ， 影 响 睡 眠 。	B E B E O O O B E B E O O O B E O O B E B E O
我 儿 1 3 个 月 ， 已 感 冒 发 烧 四 五 次 了 ， 上 个 月 复 查 彩 超 ， 结 果 就 是 不 好 ， 外 婆 有 心 脏 病 ， 不 知 道 是 否 会 遗 传 ， 平 时 没 什 么 症 状 ，	O O B E O O O O B E B E O O O O O B E O B E B E O B E B E O O O B E O B E O O O B E B E O B E O B E O B E B E O
就 医 了 一 周 ， 发 烧 3 8 度 ， 心 率 很 快 ， 睡 着 了 有 1 2 3 次 左 右 ， 平 时 安 静 时 有 1 5 0 至 1 6 0 . 躁 动 时 有 1 9 0 . 现 在 她 们 这 边 就 是 确 诊 不 了 是 不 是 心 肌 病 ，	B E O O O O B E B E O O B E O O O B E O O B I E O B E O B E B E O O B I E O B I E B I E O O B I E B I E O O B E B E B E O O B I E B E O O
彩 超 显 示 左 心 室 偏 厚 ， 7 毫 米 ， 心 脏 稍 大 。	B E B E O B E B E O O B E O B E O O O
c t 显 示 心 肌 有 1 2 毫 米 ， 两 边 结 果 不 一 样 ， 都 不 知 道 怎 么 办 了	B E B E B E O B E B E O B E B E O B E O O O B E B I E O
肺 栓 塞 ， 咳 血 反 复 ， 肺 部 感 染 ， 肺 部 有 包 块 ， 是 否 肿 瘤 ？	O B E O B E B E O O O B E O O O O B E O O O B E O
肥 了 开 始 ， 就 这 样 了	O O B E O O B E O
脾 栓 术 后 右 肺 积 液 一 个 多 月 、 伴 有 低 烧 现 象 、 做 了 两 次 穿 刺 、	O O O O O O B E B E O O B E O O O B E B E O O O B E O
前 两 个 月 有 过 一 段 时 间 感 冒 咳 嗽 ， 不 得 好 ， 后 来 慢 慢 好 了 ， 过 了 一 阵 发 现 胃 不 舒 服 ， 检 查 胸 片 发 现 积 水	O B E O B E B E B E B E B E O O O O O B E B E B E O B E B E B E B E B E O B E O O B E B E
近 期 手 麻 加 重 ， 康 复 效 果 差 。	B E O O B E O B E B E O O
能 不 能 进 行 中 医 针 灸 ？	B I E B E B E B E O
在 医 院 打 1 5 天 吊 瓶 ， 还 有 心 律 不 齐	O B E O B E O B E O B E B E O O
早 产 引 起 的 脑 瘫 ， 五 岁 时 做 过 f s p r 手 术 。	B E B E O B E O B E O O O B I I E B E O
现 在 下 肢 肌 张 力 很 高 ， 脚 尖 不 能 着 地 … … 走 路 姿 势 不 太 好 看 ！	B E O O O B E O O O B E B E B E B I I E B E O O B E O
语 言 和 智 力 都 正 常 。	B E O B E O B E O
肺 栓 塞 肺 右 部 有 几 段 栓 塞 但 患 者 血 凝 低 能 否 用 抗 凝 药 是 否 出 血 风 险 大	O B E O O O O B E B E O B E B E O B E O B E O B E B E B I E
结 核 脑 炎 后 胸 腔 出 现 积 液 现 在 积 液 没 了 胸 膜 增 厚 粘 连 很 痛 喘 气 也 急 促 不 能 打 哈 欠 打 嗝 笑 也 疼	B E O O O B E B E B E B E B E O O B E B E B E O O B E O B E O O O B E O O O O O
咳 嗽 ， 只 有 咳 嗽 ， 一 个 月 了 ， 没 有 其 他 症 状	B E O B E B E O B E O O O B E B E B E
目 前 四 肢 无 力 ， 食 欲 不 振 ， 站 立 伴 头 晕 ， 有 过 呕 吐 ，	B E O O B E O B E O O O B E O B E O O O B E O
你 好 ， 我 七 号 ， 移 植 没 有 着 床 ， 说 我 的 内 膜 不 太 好 ， 医 生 建 议 我 这 次 来 月 经 ， 做 针 灸 治 疗 ， 请 问 这 样 对 内 膜 有 没 有 效 果 ！	B E O O O O O B E O O B E O O O O B E O O O O B E B E O B E B I E O O B E B E O B E B E O B E O O O B E O
着 急 或 生 气 就 加 重 ！	B E O B E O B E O
之 前 在 滨 州 （ 青 岛 附 属 医 院 ） 看 的 拿 的 药 吃 着 眼 皮 抬 起 来 了 嘴 又 不 自 觉 的 动 了 ！	B E O B E B I I I I I I E O O O O O B E B E B I E O O O O B E O O O O
请 问 大 夫 : 像 这 种 病 需 要 到 哪 个 医 院 里 去 治 疗 ！	B E B E B E B E O B E O B E B E O O B E O
不 知 道 治 疗 效 果 咋 样 了 现 在 。	O B E B E B E O O O B E O
这 个 片 子 听 说 有 空 洞 是 不 是 很 严 重 啊 这 个 片 子 是 吃 药 8 个 月 的 片 子 上 面 看 有 没 有 空 洞 。	B E B E B E O B E O O O O B E O B E B E O O O O O O O B E B E O O O O B E O
我 需 要 知 道 我 有 没 有 空 洞	O B E B E O O O O B E
在 医 院 打 了 4 天 吊 针 之 后 不 咳 嗽 了 ， 后 来 休 息 几 天 又 发 作 ， 想 知 道 这 个 一 定 是 结 核 性 的 吗	O B E O O O O B E B E O B E O O B E B E B E O B E O O B E B E B E O B E O O O
没 家 族 史 觉 得 太 累 嗓 子 前 几 天 疼 然 后 胸 部 疼	O B I E B E O O B E O B E O B E B E O
打 呼 噜 严 重 ， 想 做 手 术	O B E B E O O O B E
2 0 1 5 年 4 月 2 7 日 患 肺 炎 ， 打 吊 瓶 1 0 天 。	B I I E O O O B E O O O O O O B E B E O O
2 0 1 5 年 1 1 月 曾 有 胸 闷 胸 痛 。	B I I E O B E O O O B E B E O
2 0 1 6 年 1 月 底 拍 C 丅 发 现 右 胸 肺 部 胸 腔 积 液 ，	B I I E O O O O O O O B E O O B E B E B E O
疼 痛 感 加 强 ， 2 月 1 1 号 左 右 有 时 会 有 呕 心	B I E B E O O O B E O B E B E O O B E
今 天 是 反 复 发 烧 第 四 天 ， 前 三 天 都 有 打 针 吃 药 ， 打 的 抗 病 毒 的 ， 退 烧 的 ， 吃 的 也 是 有 消 炎 药 ， 止 咳 药 ，	B E O B E B E O O O O O O O B E B E B E O O O O B E O O B E O O O O O O O B E O O B E O O
左 胸 深 呼 吸 咳 嗽 打 嗝 会 痛 照 心 电 结 论 为 心 律 不 齐 医 生 推 断 胸 膜 炎 开 了 三 天 药	O O O B E B E B E O O O B E B E O B E B E B E B E B E O O B E O O
与 肺 结 核 患 者 一 个 宿 舍 ， 共 4 天 。	O O B E B E O O B E O O O O O
我 没 有 任 何 症 状 及 不 适 。	O B E B E B E O B E O
需 要 检 查 吗 ？	B E B E O O
男 , 7 7 岁 。	O O B E O O
患 者 7 7 岁 ， 走 一 两 步 就 开 始 气 喘 厉 害 ， 患 高 血 压 ， 帕 金 森 ，	B E B E O O O O O O O B E B E B E O O B I E O B I E O
